Id,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,AnswerCount,CommentCount,FavoriteCount
"76373","2020-06-21 01:11:29","","1","26","<dataset>","2","0",""
"76379","2020-06-21 03:58:46","","0","22","<predictive-modeling><model-selection>","1","0",""
"76381","2020-06-21 04:18:30","","0","31","<data-augmentation>","1","0",""
"76382","2020-06-21 05:47:27","","0","21","<neural-network><preprocessing><feature-scaling>","1","0",""
"76385","2020-06-21 07:58:36","76386","1","51","<machine-learning><imbalanced-learn>","1","0",""
"76388","2020-06-21 09:27:17","","1","24","<named-entity-recognition><text-generation>","2","3",""
"76395","2020-06-21 11:45:56","","2","13","<predictive-modeling>","1","0",""
"76396","2020-06-21 11:50:31","","-1","25","<python><dataset><pandas><dataframe>","1","0","1"
"76398","2020-06-21 13:09:16","76640","0","43","<keras><dataframe><image-preprocessing>","1","2",""
"76399","2020-06-21 13:10:01","76400","2","33","<machine-learning><python><scikit-learn><random-forest><accuracy>","1","3",""
"76402","2020-06-21 14:35:37","","0","60","<cnn><lstm><rnn><convolution>","1","0",""
"76406","2020-06-21 15:20:57","","0","17","<deep-learning><nlp>","0","0",""
"76408","2020-06-21 15:53:11","","3","288","<machine-learning><deep-learning><optimization><gradient-descent>","2","0",""
"76412","2020-06-21 17:21:27","","0","36","<machine-learning><deep-learning><feature-engineering><embeddings>","1","0",""
"76415","2020-06-21 18:48:43","76416","-1","22","<machine-learning><python><deep-learning><numpy><reshape>","1","0",""
"76418","2020-06-21 19:16:38","","1","88","<neural-network><loss-function><regularization>","1","6",""
"76419","2020-06-21 19:55:16","","2","34","<visualization><data-analysis><csv>","1","1",""
"76421","2020-06-21 20:08:29","76428","2","49","<machine-learning><class-imbalance><variance><bias>","1","0","1"
"76424","2020-06-21 20:45:28","","0","55","<optimization><self-study>","1","0","1"
"76425","2020-06-21 20:51:26","","1","46","<classification>","1","0","1"
"76427","2020-06-21 21:24:33","","0","15","<k-nn>","0","2",""
"76430","2020-06-21 23:51:37","","0","33","<neural-network><lstm><loss-function>","0","0",""
"76432","2020-06-22 01:39:30","","1","24","<neural-network><deep-learning>","1","0",""
"76433","2020-06-22 04:41:26","76449","1","58","<machine-learning><scikit-learn><supervised-learning>","1","0",""
"66693","2020-01-19 04:35:36","","1","70","<multiclass-classification><evaluation><class-imbalance><sampling><metric>","1","1",""
"66694","2020-01-19 04:55:44","","0","83","<pyspark><csv>","1","2",""
"66697","2020-01-19 09:13:23","66701","2","635","<machine-learning><deep-learning><cross-validation><unsupervised-learning><gan>","2","0",""
"66702","2020-01-19 12:55:33","","2","202","<python><scikit-learn><clustering><k-means><tsne>","1","3",""
"66703","2020-01-19 13:17:57","","3","56","<neural-network><deep-learning>","2","1",""
"66704","2020-01-19 14:13:45","","1","27","<dataset><predictive-modeling><probability><distribution>","0","0",""
"66705","2020-01-19 14:29:54","66733","0","2100","<scikit-learn><nlp><tfidf>","1","0",""
"66706","2020-01-19 14:38:34","66728","1","39","<nlp><naive-bayes-classifier>","1","0",""
"66707","2020-01-19 15:22:32","","1","39","<machine-learning><gradient-descent>","1","0",""
"66708","2020-01-19 15:22:49","","0","96","<decision-trees><java><structured-data>","0","0",""
"66710","2020-01-19 15:55:17","66711","1","80","<python><pandas><excel>","1","1",""
"66712","2020-01-19 16:15:57","66730","2","539","<machine-learning><linear-regression><mse><rmse>","2","1",""
"66715","2020-01-19 17:43:10","","2","50","<pandas><data><data-cleaning><bigdata><text>","1","0",""
"66716","2020-01-19 18:35:24","66717","0","118","<optimization><career><linear-programming>","1","0",""
"66720","2020-01-19 19:12:05","66807","1","53","<nlp><cosine-distance>","1","0",""
"66723","2020-01-19 20:19:55","","2","111","<neural-network><lstm><rnn><recurrent-neural-net>","2","0",""
"66727","2020-01-19 21:59:36","","0","37","<deep-learning><data-mining><image-classification><project-planning>","0","0",""
"66729","2020-01-20 00:31:03","","3","1188","<svm><model-selection><perceptron>","1","1","1"
"66731","2020-01-20 01:11:11","67772","3","39","<machine-learning>","1","0",""
"66732","2020-01-20 02:43:37","","4","71","<machine-learning><xgboost>","4","0","1"
"66737","2020-01-20 06:39:08","","1","47","<r><cross-validation><glm>","0","0",""
"66738","2020-01-20 07:28:36","","0","24","<machine-learning><classification><feature-selection><text-mining><feature-engineering>","0","1",""
"66740","2020-01-20 08:24:06","","0","47","<dataset><data><distribution>","1","0",""
"66741","2020-01-20 09:02:39","","1","22","<machine-learning><time-series>","1","0",""
"66744","2020-01-20 09:23:52","","2","96","<machine-learning><neural-network><graphs><embeddings>","1","0",""
"66745","2020-01-20 09:29:59","","0","44","<machine-learning>","1","0",""
"66748","2020-01-20 10:28:54","66752","1","9969","<tensorflow>","4","1",""
"66749","2020-01-20 10:46:45","","0","661","<machine-learning><deep-learning><tensorflow>","0","0",""
"66750","2020-01-20 10:55:05","","0","375","<pytorch><pytorch-geometric>","0","0",""
"66751","2020-01-20 10:58:52","","0","10","<machine-learning><graphs><bayesian-networks>","0","0",""
"66753","2020-01-20 11:04:27","","2","310","<clustering><k-means><model-selection><bayesian>","2","0",""
"66759","2020-01-20 12:31:05","66769","1","46","<classification><clustering><reinforcement-learning>","1","0",""
"66761","2020-01-20 12:50:01","","0","22","<decision-trees><orange3>","0","0",""
"66762","2020-01-20 12:55:24","66976","3","107","<python><optimization>","3","6",""
"66763","2020-01-20 12:56:33","","2","44","<regression>","1","0",""
"66764","2020-01-20 13:15:15","66766","1","148","<scikit-learn><regression><decision-trees>","1","0",""
"66767","2020-01-20 13:52:35","","1","62","<python><time-series><dataset>","0","3",""
"66773","2020-01-20 15:30:20","","1","29","<regression><statistics>","1","3",""
"66774","2020-01-20 16:50:04","68012","1","46","<machine-learning><deep-learning><dataset><anomaly-detection>","1","2",""
"66779","2020-01-20 17:25:03","","1","39","<overfitting><generalization><auc>","2","0",""
"66781","2020-01-20 18:20:18","68921","2","263","<machine-learning><data-mining><dataset><data><data-cleaning>","1","0",""
"66783","2020-01-20 20:05:35","","2","558","<python><logistic-regression>","0","3",""
"66786","2020-01-20 22:00:44","66788","1","1652","<natural-language-process><recurrent-neural-net><bert>","1","0","1"
"66787","2020-01-20 22:32:49","","2","172","<python><explainable-ai>","2","4",""
"76441","2020-06-22 07:31:03","","1","138","<neural-network><deep-learning><cnn><convolution><dropout>","2","1",""
"76442","2020-06-22 08:07:05","","0","27","<nlp><sentiment-analysis><parsing>","1","0",""
"76443","2020-06-22 08:24:21","76448","1","224","<clustering><unsupervised-learning><k-means><noise>","1","0",""
"76444","2020-06-22 09:27:02","","4","3026","<keras><tensorflow><lstm>","3","2","1"
"76446","2020-06-22 09:48:23","","0","40","<clustering><k-means><lda><text-classification>","2","2",""
"76450","2020-06-22 10:42:11","","1","96","<machine-learning><python><naive-bayes-classifier>","1","0",""
"76451","2020-06-22 10:45:41","76805","0","74","<classification><time-series><cnn><prediction>","1","0",""
"76453","2020-06-22 11:24:25","","1","25","<dataset><bigdata><apache-spark><bioinformatics>","0","1",""
"76455","2020-06-22 11:41:50","","0","16","<dataset><boosting><ngboost>","0","0",""
"76456","2020-06-22 11:44:46","76468","0","31","<cnn><kernel>","1","0",""
"76459","2020-06-22 13:02:14","","0","37","<k-means><lda><text-classification>","1","0",""
"76461","2020-06-22 13:25:54","","1","34","<data-cleaning><machine-learning-model>","1","0",""
"76464","2020-06-22 14:23:36","76495","0","74","<python><scikit-learn><k-means>","1","0",""
"76465","2020-06-22 14:32:43","","0","158","<machine-learning><scikit-learn><feature-scaling>","1","1",""
"76466","2020-06-22 14:44:45","76628","1","102","<machine-learning><prediction>","2","0","1"
"76467","2020-06-22 15:03:27","","1","81","<cnn><image-classification><class-imbalance><data-augmentation>","2","0",""
"76470","2020-06-22 15:34:31","81936","2","134","<class-imbalance><smote><imbalanced-learn><smotenc>","1","0","1"
"76480","2020-06-22 16:43:08","76481","0","19","<classification>","1","0",""
"76482","2020-06-22 17:55:40","","-3","27","<python><data><training><forecasting>","1","1",""
"76484","2020-06-22 19:37:53","","0","56","<xgboost>","2","0",""
"76485","2020-06-22 19:43:44","76486","0","64","<python><data-mining><feature-selection><categorical-data><categorical-encoding>","1","0",""
"76494","2020-06-23 01:41:30","","2","86","<deep-learning><keras><cross-validation><regularization><labels>","3","0",""
"76502","2020-06-23 05:59:30","","2","25","<forecast><predict>","1","3",""
"76508","2020-06-23 09:32:52","","0","52","<deep-learning><tensorflow><object-detection><evaluation>","0","0",""
"76509","2020-06-23 09:35:58","","0","366","<keras><tensorflow><class-imbalance><image-segmentation>","0","1",""
"76515","2020-06-23 07:00:38","76516","0","58","<machine-learning><scikit-learn><random-forest><machine-learning-model><pytorch>","1","2",""
"76518","2020-06-23 11:38:45","","1","186","<clustering><k-means><python-3.x><ml>","3","2","1"
"76519","2020-06-23 11:47:12","","1","34","<data-mining><algorithms><unsupervised-learning><model-selection>","2","0",""
"76522","2020-06-23 12:46:15","","0","84","<deep-learning><loss-function><object-detection><regularization>","0","0",""
"76523","2020-06-23 13:27:03","76584","0","31","<python><classification><regex>","1","3",""
"76524","2020-06-23 14:09:04","","0","597","<python><scikit-learn><regression><pandas>","1","0",""
"76527","2020-06-23 15:52:59","","0","256","<overfitting><bert><huggingface>","1","0",""
"76529","2020-06-23 16:02:02","","1","98","<machine-learning><deep-learning><gpu><hardware>","1","0","1"
"76530","2020-06-23 16:28:46","","1","15","<machine-learning><neural-network><deep-learning><classification><cnn>","1","0",""
"76531","2020-06-23 16:52:00","76543","0","25","<python><data-mining><predictive-modeling><data-science-model><forecasting>","1","0","1"
"76533","2020-06-23 16:59:38","76556","2","42","<machine-learning><classification><predictive-modeling><multiclass-classification><text-classification>","2","0",""
"76538","2020-06-23 17:56:05","76574","0","71","<machine-learning><python><scikit-learn><random-forest><confusion-matrix>","1","0",""
"76541","2020-06-23 18:48:56","","0","22","<clustering><unsupervised-learning><k-means>","0","0",""
"66790","2020-01-21 02:00:31","","2","17","<nlp><tools><pipelines><corpus>","0","0","1"
"66791","2020-01-21 03:18:35","66818","1","48","<machine-learning><neural-network><lstm><rnn>","2","0",""
"66792","2020-01-21 03:40:54","","2","29","<logistic-regression>","1","0",""
"66794","2020-01-21 05:14:06","","3","200","<machine-learning><python><data-mining><clustering><unsupervised-learning>","1","0","1"
"66796","2020-01-21 05:41:45","","2","32","<reinforcement-learning><actor-critic><keras-rl><discounted-reward>","0","0",""
"66801","2020-01-21 07:50:29","66804","5","1670","<scikit-learn><feature-selection><random-forest>","2","0","1"
"66802","2020-01-21 08:26:03","","3","414","<machine-learning><svm><cross-validation><dimensionality-reduction>","3","0","1"
"66810","2020-01-21 09:38:21","","1","201","<keras><tensorflow><metric><finite-precision>","0","0",""
"66811","2020-01-21 09:47:55","66815","0","82","<keras><lstm><rnn><gru>","1","0",""
"66812","2020-01-21 09:58:58","","-1","120","<python><pandas><data-cleaning><dataframe>","1","2",""
"66817","2020-01-21 10:39:58","","5","532","<scikit-learn><predictive-modeling><prediction><predict>","1","2",""
"66820","2020-01-21 11:36:00","66823","2","930","<dataset><recommender-system><software-recommendation>","2","0","1"
"66824","2020-01-21 13:14:21","","1","92","<random-forest><cross-validation><hyperparameter><hyperparameter-tuning>","0","4","1"
"66825","2020-01-21 13:19:59","66828","0","315","<python><random-forest>","1","0",""
"66832","2020-01-21 14:27:09","","2","33","<scoring>","0","2",""
"66833","2020-01-21 15:00:58","","0","27","<python><tensorflow>","0","0",""
"66837","2020-01-21 15:28:38","","0","154","<machine-learning>","1","1",""
"66839","2020-01-21 17:20:39","66844","1","43","<machine-learning><dataset><machine-learning-model>","1","2",""
"66846","2020-01-21 19:59:41","","2","21","<nlp>","1","0",""
"66848","2020-01-21 22:39:47","","2","42","<deep-learning><nlp><word-embeddings><embeddings>","0","2",""
"66850","2020-01-22 00:09:23","","2","40","<machine-learning><cnn><pytorch><image>","1","2",""
"66858","2020-01-22 07:18:47","","-1","75","<python><pandas><dataframe><python-3.x>","2","0",""
"66865","2020-01-22 09:22:34","","0","33","<machine-learning><neural-network><backpropagation>","0","0",""
"66866","2020-01-22 10:17:04","","0","41","<machine-learning><nlp><data-mining><dataset><training>","1","0","1"
"66867","2020-01-22 10:50:37","","0","88","<neural-network><anomaly-detection><autoencoder>","0","0",""
"66869","2020-01-22 11:05:33","","1","167","<keras><scikit-learn><cnn><class-imbalance>","1","0",""
"66870","2020-01-22 11:23:58","","1","15","<scikit-learn><unsupervised-learning><anomaly-detection><csv>","0","1",""
"66872","2020-01-22 11:35:23","","0","16","<computer-vision><3d-reconstruction>","0","0",""
"66875","2020-01-22 13:34:30","","0","35","<machine-learning><keras><nlp>","0","0",""
"66876","2020-01-22 13:57:45","","3","70","<time-series><model-selection>","2","0","1"
"66880","2020-01-22 15:01:31","","1","136","<jupyter>","1","2",""
"66881","2020-01-22 15:09:35","","0","15","<tensorflow><cnn><feature-selection><feature-extraction>","0","1",""
"66882","2020-01-22 15:15:33","","0","27","<machine-learning><statistics><scoring>","0","2",""
"66883","2020-01-22 15:55:24","","0","30","<nlp><gensim>","0","1",""
"66887","2020-01-22 16:56:27","","0","14","<training><error-handling>","0","0",""
"66889","2020-01-22 17:18:18","","3","42","<machine-learning><data><data-science-model>","1","2",""
"66891","2020-01-22 17:53:44","66910","3","66","<machine-learning><random-forest><decision-trees><cart>","1","1",""
"66892","2020-01-22 18:19:26","66898","2","267","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","2","0",""
"66893","2020-01-22 19:09:34","","1","43","<machine-learning><feature-selection><feature-extraction>","1","0",""
"66899","2020-01-22 20:30:15","","2","28","<machine-learning><neural-network><pytorch><dimensionality-reduction><encoding>","1","0",""
"66901","2020-01-22 21:06:15","66904","1","35","<regression>","1","2",""
"66902","2020-01-22 21:35:30","","3","330","<lightgbm>","0","0",""
"66903","2020-01-22 21:52:06","","2","45","<neural-network><rnn><recurrent-neural-net><generative-models><text-generation>","1","0",""
"66905","2020-01-22 22:14:25","","3","160","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","1","0",""
"66907","2020-01-22 22:51:34","","2","38","<random-forest><anomaly-detection><outlier>","1","0",""
"66912","2020-01-23 05:39:27","","4","544","<neural-network><deep-learning><keras><tensorflow>","0","1",""
"66913","2020-01-23 06:05:27","67188","12","594","<neural-network><deep-learning><nlp><attention-mechanism>","3","0","2"
"76544","2020-06-23 19:40:52","","0","49","<python><data-mining><association-rules>","1","0",""
"76545","2020-06-23 19:42:09","76548","1","11","<neural-network><backpropagation>","1","0",""
"76551","2020-06-23 21:31:47","","0","15","<cnn><image-classification>","0","0",""
"76552","2020-06-23 21:47:01","","0","65","<logistic-regression><xgboost><boosting><ensemble-learning><confidence>","0","0",""
"76558","2020-06-24 01:09:37","","0","25","<machine-learning><neural-network><cnn><lstm>","1","0",""
"76559","2020-06-24 01:49:06","","2","29","<machine-learning><classification><random-forest>","1","1",""
"76560","2020-06-24 02:03:06","","0","20","<machine-learning><feature-selection><feature-scaling>","1","2",""
"76561","2020-06-24 03:02:59","","0","26","<machine-learning><classification><confusion-matrix>","1","0",""
"76565","2020-06-24 04:15:29","","-1","30","<machine-learning><unsupervised-learning><autoencoder><anomaly-detection><multivariate-distribution>","1","2",""
"76571","2020-06-24 07:22:47","76603","0","59","<xgboost><multiclass-classification><probability>","1","0",""
"76575","2020-06-24 07:56:50","","0","47","<deep-learning><tensorflow><convnet><image-recognition><image-preprocessing>","1","0",""
"76580","2020-06-24 09:04:42","","-1","36","<machine-learning>","2","2",""
"76588","2020-06-24 11:17:21","","0","15","<python><k-means><pca>","0","0",""
"76592","2020-06-24 10:08:24","","0","37","<machine-learning><deep-learning><gpu>","0","2",""
"76593","2020-06-24 12:11:22","76610","2","27","<r><discriminant-analysis><lda-classifier>","1","2",""
"76594","2020-06-24 12:53:01","","0","29","<classification><predictive-modeling><statistics><random-forest><multilabel-classification>","2","0",""
"76600","2020-06-24 14:26:51","76630","1","27","<keras><tensorflow><rnn><recurrent-neural-net><sentiment-analysis>","1","1","1"
"76604","2020-06-24 15:19:05","76609","0","51","<classification><hyperparameter-tuning><hyperparameter>","1","2","1"
"76605","2020-06-24 15:24:59","","1","22","<scikit-learn><dataset><svm><sentiment-analysis><social-network-analysis>","2","0",""
"76607","2020-06-24 16:09:55","76624","0","28","<apache-hadoop><hive>","1","0",""
"76608","2020-06-24 16:19:16","","0","15","<python><data>","0","0",""
"76611","2020-06-24 18:04:33","","2","49","<machine-learning><keras><regression><interpolation>","1","1",""
"76613","2020-06-24 18:39:14","","0","13","<time-series><regression><decision-trees><python-3.x>","0","0",""
"76618","2020-06-24 19:41:38","","0","37","<deep-learning><cnn><convnet><image-segmentation>","0","0",""
"76619","2020-06-24 19:50:25","76639","1","30","<linear-regression>","3","0",""
"76622","2020-06-24 20:16:12","76835","3","97","<machine-learning><deep-learning><nlp><recommender-system><semantic-similarity>","1","0","1"
"76623","2020-06-24 20:19:26","76625","1","21","<time-series>","1","0",""
"76631","2020-06-24 21:46:09","","1","25","<machine-learning><python><keras><tensorflow><object-detection>","0","1",""
"76634","2020-06-25 00:29:04","","1","22","<python><neural-network><keras><embeddings>","0","0",""
"76635","2020-06-25 00:59:06","","1","25","<scikit-learn><adaboost>","0","1",""
"76636","2020-06-25 01:15:54","","5","227","<python><pandas><metric><csv>","3","4",""
"76637","2020-06-25 03:58:30","76653","0","25","<data><visualization><dimensionality-reduction><data-analysis><data-engineering>","1","2","1"
"76638","2020-06-25 04:05:54","","2","30","<cross-validation><confidence>","1","2",""
"76645","2020-06-25 07:57:54","","0","82","<nlp><stanford-nlp><question-answering>","1","3",""
"76652","2020-06-25 10:21:52","","0","101","<tensorflow><nlp><word-embeddings><natural-language-process><language-model>","1","3",""
"76654","2020-06-25 11:56:11","79868","1","47","<clustering><unsupervised-learning>","1","2","1"
"76657","2020-06-25 12:48:28","","0","22","<rnn>","1","0",""
"76658","2020-06-25 12:50:19","","0","37","<machine-learning><python><deep-learning>","2","0",""
"76659","2020-06-25 13:06:44","","0","14","<distance>","0","0",""
"76662","2020-06-25 14:01:37","","1","24","<classification><multilabel-classification>","1","0",""
"76663","2020-06-25 14:26:06","","0","66","<python><preprocessing>","2","1",""
"76666","2020-06-25 15:02:30","","2","19","<r><apache-spark><aggregation><groupby>","0","0",""
"76667","2020-06-25 15:08:19","","2","129","<machine-learning><deep-learning><dataset><windows>","0","3","1"
"76668","2020-06-25 15:24:30","","0","36","<time-series><regression><lstm><arima>","0","1",""
"76671","2020-06-25 16:58:57","","0","14","<machine-learning><deep-learning><regression><feature-engineering><data-science-model>","0","0",""
"66919","2020-01-23 08:18:01","","3","116","<python><logistic-regression><matplotlib>","1","0",""
"66924","2020-01-23 10:27:32","","0","73","<tensorflow><pytorch><torch>","0","0",""
"66926","2020-01-23 11:01:03","","0","52","<deep-learning><cnn>","0","3",""
"66927","2020-01-23 12:26:23","","2","36","<machine-learning><unsupervised-learning>","1","0",""
"66929","2020-01-23 13:00:38","","2","52","<regression><linear-regression><multivariate-distribution>","2","0",""
"66930","2020-01-23 13:18:39","66936","1","122","<machine-learning><training><evaluation><data-leakage>","1","0","1"
"66931","2020-01-23 13:28:40","","1","71","<machine-learning><scikit-learn><linear-regression>","0","3",""
"66934","2020-01-23 15:31:49","","1","14","<deep-learning>","0","0",""
"66935","2020-01-23 15:34:02","66937","1","285","<explainable-ai>","1","1",""
"66939","2020-01-23 16:33:48","","3","41","<clustering><dimensionality-reduction><data-analysis><k-nn>","2","1",""
"66940","2020-01-23 16:42:56","","1","26","<computer-vision><ocr><similar-documents><information-extraction>","0","0",""
"66944","2020-01-23 17:50:58","","4","525","<neural-network><deep-learning><keras><activation-function><weight-initialization>","1","1",""
"66948","2020-01-23 20:21:48","","2","50","<machine-learning><scikit-learn><random-forest>","1","4",""
"66949","2020-01-23 20:23:44","66980","-1","30","<machine-learning><r>","1","0",""
"66952","2020-01-23 21:32:57","66960","3","177","<deep-learning><tensorflow>","1","0",""
"66953","2020-01-23 22:29:43","","3","47","<statistics><visualization>","0","2",""
"66954","2020-01-23 22:38:30","","3","49","<machine-learning><nlp><r>","1","1","1"
"66955","2020-01-23 22:45:11","81765","4","591","<deep-learning><perceptron><linear-algebra>","2","0","1"
"66961","2020-01-24 01:01:44","","0","30","<machine-learning><decision-trees>","0","1",""
"66962","2020-01-24 01:58:40","","1","25","<r>","0","1",""
"66963","2020-01-24 04:42:29","","3","61","<machine-learning><neural-network><deep-learning><dataset><data>","1","2","1"
"66965","2020-01-24 05:14:57","","2","531","<python><r><data><numpy><simulation>","2","0",""
"66971","2020-01-24 09:19:35","","-1","33","<machine-learning><python><dataset><data-science-model><supervised-learning>","1","0",""
"66972","2020-01-24 10:14:48","","2","216","<machine-learning><nlp><unsupervised-learning><supervised-learning><similar-documents>","2","1",""
"66973","2020-01-24 10:41:15","66975","2","42","<python><random-forest><cross-validation><python-3.x><gridsearchcv>","1","1",""
"66977","2020-01-24 11:26:18","","1","21","<neural-network><classification>","0","1",""
"66978","2020-01-24 11:31:43","66983","0","22","<cnn>","1","0",""
"66979","2020-01-24 11:38:41","","4","193","<machine-learning><python><random-forest><python-3.x><gridsearchcv>","2","0",""
"66981","2020-01-24 11:57:25","67975","0","409","<python><keras><mlflow>","1","0",""
"66990","2020-01-24 15:21:38","","2","656","<machine-learning><python><classification><clustering><predictive-modeling>","2","3",""
"66992","2020-01-24 15:32:37","","0","1514","<machine-learning><xgboost><jupyter>","2","5",""
"66998","2020-01-24 16:32:43","","1","21","<machine-learning><statistics><probability>","1","0","1"
"66999","2020-01-24 16:43:38","","1","42","<python><random-forest><training><python-3.x><gridsearchcv>","2","0",""
"67001","2020-01-24 17:15:28","67251","3","506","<classification><class-imbalance>","1","2","2"
"67009","2020-01-24 18:30:21","67023","2","4096","<python><jupyter>","1","1",""
"67017","2020-01-24 19:49:20","","1","19","<training><data-augmentation><faster-rcnn>","0","0",""
"67019","2020-01-24 20:08:01","","1","80","<dataframe><clusters>","0","1",""
"67020","2020-01-24 20:17:03","","5","98","<data-mining><clustering><unsupervised-learning><k-means><pca>","1","5",""
"67024","2020-01-24 21:46:54","","1","85","<r><weighted-data><data-wrangling>","0","0",""
"67025","2020-01-24 22:07:16","","2","23","<r><machine-learning-model><prediction><class-imbalance><sampling>","1","0",""
"76672","2020-06-25 17:08:45","","0","40","<python><pandas><plotting><plotly>","0","3",""
"76675","2020-06-25 18:10:21","","1","67","<machine-learning><r><association-rules>","2","0","1"
"76677","2020-06-25 19:17:47","","1","66","<python><reinforcement-learning>","1","9","1"
"76679","2020-06-25 21:15:34","","0","81","<keras><overfitting><data-augmentation>","2","0",""
"76681","2020-06-26 02:44:00","","0","73","<lstm><rnn><pytorch><sequence-to-sequence>","0","0",""
"76687","2020-06-26 06:53:13","76689","1","55","<deep-learning><cnn><image-classification><multiclass-classification><prediction>","2","1",""
"76691","2020-06-26 07:38:26","","3","231","<python><keras><tensorflow><gpu>","2","0",""
"76692","2020-06-26 07:41:29","","0","37","<clustering><dimensionality-reduction>","2","0",""
"76695","2020-06-26 08:01:45","","0","32","<model-selection><sentiment-analysis>","0","0",""
"76699","2020-06-26 09:05:15","","-1","31","<k-means><pca>","1","0",""
"76701","2020-06-26 09:24:42","","0","57","<neural-network><probability><evaluation><density-estimation>","0","0",""
"76702","2020-06-26 09:40:03","","0","282","<python>","1","0",""
"76704","2020-06-26 09:51:17","","0","9","<natural-language-process><similarity><information-retrieval><similar-documents><information-extraction>","0","0",""
"76707","2020-06-26 11:11:29","","1","32","<correlation><dimensionality-reduction>","1","0",""
"76709","2020-06-26 11:36:28","76712","1","19","<machine-learning><neural-network><deep-learning><class-imbalance>","1","0",""
"76710","2020-06-26 11:39:07","","2","32","<machine-learning><neural-network><deep-learning>","2","0","1"
"76720","2020-06-26 14:10:35","","1","31","<python><nlp><clustering><word2vec>","2","0",""
"76723","2020-06-26 15:16:09","76866","1","44","<python><sequence><sequential-pattern-mining><pattern-recognition>","1","4",""
"76728","2020-06-26 18:04:00","","0","41","<neural-network><keras><cnn><convolution>","2","4",""
"76731","2020-06-26 18:56:37","","1","21","<machine-learning><vc-theory><pac-learning>","1","0",""
"76734","2020-06-26 20:33:00","","0","646","<pandas><data-cleaning><preprocessing><data-analysis><tokenization>","2","0","1"
"76736","2020-06-26 21:22:09","","0","30","<statistics><reinforcement-learning><estimators>","0","1",""
"76738","2020-06-26 21:34:20","76750","0","117","<pandas>","1","0",""
"76739","2020-06-26 22:19:14","","1","24","<nlp><bootstraping>","1","2",""
"76740","2020-06-26 23:31:42","","1","98","<pytorch><batch-normalization>","1","1",""
"76741","2020-06-26 23:44:30","76785","0","19","<visualization><data-analysis><plotting>","2","0",""
"76742","2020-06-26 23:56:36","","0","50","<python><keras><tensorflow><gan>","0","0",""
"76745","2020-06-27 02:47:30","76746","1","31","<statistics>","1","0",""
"76747","2020-06-27 07:03:29","","1","19","<python><neural-network><deep-learning><keras><lstm>","0","0",""
"76748","2020-06-27 07:14:51","","1","33","<statistics>","1","0",""
"76751","2020-06-27 07:57:02","76754","2","19","<training><jupyter><management>","1","0",""
"76755","2020-06-27 09:36:32","76761","10","753","<machine-learning><classification><boosting>","2","1","1"
"76756","2020-06-27 10:11:14","","0","16","<machine-learning><model-selection><variance><bias>","0","1",""
"76757","2020-06-27 11:00:17","76789","2","130","<lstm><rnn><training><optimization><gradient-descent>","1","0",""
"76759","2020-06-27 11:26:11","","1","41","<machine-learning><regression><statistics><linear-regression>","0","5",""
"76763","2020-06-27 12:05:59","","3","42","<classification>","1","0",""
"76765","2020-06-27 12:29:28","76767","2","14","<cnn><image-classification><mnist>","1","0",""
"76768","2020-06-27 14:31:23","76772","-1","45","<machine-learning><matrix-factorisation><matrix>","2","2",""
"76771","2020-06-27 15:21:37","76774","2","48","<machine-learning><classification><overfitting>","1","1",""
"76773","2020-06-27 14:48:01","","0","31","<reinforcement-learning><tensorflow>","0","1",""
"76775","2020-06-27 15:33:58","","1","94","<machine-learning><time-series><feature-extraction><categorical-data><forecasting>","2","0",""
"76777","2020-06-27 16:06:36","","3","70","<classification><nlp><clustering><unsupervised-learning><sentiment-analysis>","1","0",""
"76778","2020-06-27 16:17:27","76790","3","42","<machine-learning><python><algorithms><unsupervised-learning><numpy>","1","0",""
"76779","2020-06-27 17:06:08","76784","1","38","<machine-learning><random-forest><data-science-model><model-selection><boosting>","1","9",""
"76781","2020-06-27 19:15:39","","2","125","<machine-learning><classification><scikit-learn>","1","2",""
"76786","2020-06-27 23:41:19","","2","53","<machine-learning><keras><tensorflow><lstm><rnn>","0","0",""
"76787","2020-06-28 03:25:17","","0","121","<neural-network><pytorch><transformer><machine-translation>","0","0",""
"76788","2020-06-28 04:13:06","","1","17","<scikit-learn>","0","0","2"
"67031","2020-01-25 02:32:48","","3","622","<neural-network><keras><tensorflow><cnn><image-recognition>","2","3",""
"67032","2020-01-25 04:59:13","","1","19","<deep-learning><cnn>","0","2",""
"67033","2020-01-25 09:43:41","","0","54","<machine-learning><python><regression><feature-selection><data-science-model>","1","0",""
"67034","2020-01-25 10:03:50","","2","100","<time-series><clustering><preprocessing><k-means><finance>","0","0",""
"67036","2020-01-25 11:39:24","67058","1","33","<machine-learning><math><mathematics>","1","0",""
"67037","2020-01-25 12:23:23","67059","2","55","<machine-learning><classification><tfidf>","1","0",""
"67038","2020-01-25 12:30:40","","2","471","<python><tensorflow>","1","0",""
"67040","2020-01-25 14:07:48","","4","1828","<machine-learning><data-mining><clustering><feature-selection><unsupervised-learning>","2","3","1"
"67041","2020-01-25 14:17:04","","3","93","<neural-network><activation-function><mathematics>","0","0","1"
"67042","2020-01-25 14:25:06","","1","231","<python><scikit-learn><feature-selection><training>","1","4",""
